"long","lat"
-54.23944396552,-9.28571734582214
-52.6173537494656,-16.0563929353558
-72.0040642489476,-9.42714329205101
-57.9698113780592,-20.5802556171998
-43.2991716342565,-12.319609970503
-49.1570920110636,-6.38871553387352
-62.2773949135809,-11.3235148875067
-45.5039994946038,-4.99767717329986
-42.3262218159804,-21.6279647736842
-52.7134334712923,-27.4053232162749
-48.8494520769383,-13.3219599988057
-60.1808814091846,-0.532776867456349
-49.0804324601854,-0.489139821834662
-49.4425570255665,-0.138193839878966
-58.9030257313887,-3.33275312331519
-66.4114702629128,-8.11622384298342
-43.8965331391932,-5.52594366958379
-65.3751156517948,0.602763504325978
-51.2470221647452,0.0466599976992441
-40.6300314083307,-16.5689257931008
-69.651647072855,-3.81847250689177
-60.6301506204679,3.07778820183279
-66.8832691007132,-9.14603353742036
-49.0053101476914,-25.9032337830595
-62.5915261688616,3.91731656572613
-54.0778429496639,-15.3698222598876
-37.7476030930574,-11.8395373798767
-60.2081137714099,-5.88775518283485
-40.6606247098234,-20.0437218548239
-48.4095897559831,-15.0085858368677
-54.3975926431768,-9.32351319501544
-56.1303684898414,-6.75924744598847
-44.0957904729717,-11.2671889707304
-52.3600811853709,-13.789461733714
-60.8151162765886,-9.99684214428522
-55.1136074616978,-8.35714865565573
-53.4146665200673,-0.220674567896978
-56.6243751660148,-8.28497029468269
-56.9619106544507,-17.0851290371979
-54.4735715684068,-9.83605547183284
-63.5298619524547,-6.04268854213501
-57.3935179050126,-18.9255257738798
-50.7843631360564,-12.4714874266592
-45.2384556319707,-8.69808491578732
-50.9780994109846,1.8019796122581
-44.9689438827239,-8.06472903838612
-66.5198225616127,-1.9630257092703
-47.1074750400946,-13.0879533177011
-47.8472258438278,-5.73741488841402
-41.0031478619397,-14.5146544390964
-52.7982627371444,-0.289812857397422
-63.957907440452,1.47074787602189
-50.5723634815607,-26.7657739309016
-61.3496485202743,-4.04039457259023
-44.5235561095475,-15.6352112556752
-48.437904043606,-9.87377090921509
-53.3230533114333,-22.5606020217334
-40.8855621900422,-12.2435428859911
-53.8645301081907,0.344249704758681
-44.5791177788384,-6.24256610903176
-54.5494525256695,-0.146647579988887
-50.6438733710885,-9.37497316630251
-45.1511975782401,-12.2945848757216
-59.1852759440149,-15.8176960194234
-39.0253224186977,-12.7185061339407
-62.5339428132136,-4.18901411965217
-55.4325600001286,-10.6240664780365
-57.5169022484548,0.141451335280202
-54.3810465566283,-18.8182326204743
-51.0497658117239,-19.0099831809861
-58.6945631293739,-2.98202784920957
-54.7396025696897,0.879319359979156
-54.2859881463951,1.35347953436341
-56.7569017885259,-18.9318098665376
-52.7877556332239,-24.2756702158469
-54.885817411984,0.814766396640898
-56.3578422483801,-29.9522252550067
-50.2158249611842,-18.2366003938897
-41.1558536049712,-15.9078335086799
-42.5671416754204,-14.4828823637419
-49.814374859691,-0.295877477493299
-44.4361438358848,-11.2465108550724
-50.6155159065092,-3.87684965603149
-51.0861255912322,-0.185310546990131
-50.178649212876,-4.72380942281653
-50.7891510379957,-9.11913828899069
-43.9328294460532,-20.9810779219062
-50.5160401825314,-6.7851588963747
-55.5985855083713,-1.23522216781066
-42.9106009623886,-14.4185025859906
-48.5502475411127,-16.6210755729263
-71.9302478186638,-9.6079660300441
-61.7653506750035,3.44050714325184
-52.7502299707893,-7.46171121208456
-40.6948175589728,-6.34442734605025
-57.1507785909139,-12.5418499684981
-52.2468380768496,-5.91340484295585
-55.8961465556052,-17.0288267634741
-56.7152229506356,-2.95609982234585
-70.6029557660759,-5.05267587283427
-52.4704726703384,-12.4307669963556
-54.069635565213,2.17179299538437
-60.9977440287502,-4.72619896064865
-60.67351483112,2.23238240033563
-40.3601519402438,-16.5017939567671
-45.8623742863698,-5.46616874644759
-70.2481698433425,-7.39183837118103
-52.9056244568264,-5.0103554627579
-45.6200641247309,-16.5094562041384
-55.7081470035896,-20.2597141739137
-68.6000638083905,0.173471694476945
-60.7695519120237,-6.06964081364723
-63.4464713579234,-6.5787431307741
-56.8134348657616,-20.5184291074631
-54.982477826036,-30.9135591649795
-42.2856072038784,-20.6262592751581
-54.8445703436572,-30.3680873931931
-64.5202046112069,-6.72281533678555
-52.3927734986511,-20.7774587034287
-37.7394451918369,-9.15710540725765
-69.8894152141798,-9.19823915953818
-52.2226197037141,-10.4845804974044
-65.9112309804771,-7.704138262352
-46.420440115402,-19.3555306992488
-55.1320042189615,-10.260610387476
-51.3882964827577,-18.7376176590149
-39.9062395349897,-19.1505603934018
-46.4557879166025,-12.0415596250548
-51.7441301719041,-16.0560681363101
-41.5605200008259,-10.5411775508543
-57.2892393962887,-20.6580593715719
-46.0360286835235,-21.6019146803652
-45.4563526512,-16.2164001591294
-67.6417150851088,0.86337371510546
-50.654190288294,-30.2435333944827
-66.4763440287225,-3.82214220293573
-54.1491947198802,-8.53905604933938
-42.2363309664055,-20.5566523845345
-45.8601886158664,-18.6149782934105
-47.1150768856004,-13.6243229684084
-63.0669477508968,1.18091981161766
-39.7017200254211,-3.11964975272134
-47.8035910835083,-3.13278386351969
-60.1924336413936,-7.19892030892326
-39.7948340642172,-13.0636863356284
-46.0375957295631,-16.7531887996065
-47.0373469498062,-15.210709421092
-52.9897156573841,-10.9880270203266
-51.6201772653037,-31.2418866296964
-46.844065535915,-12.6584502190744
-68.3308434825782,-2.96302827220319
-44.205184399978,-21.9323252951124
-52.7212810197457,-14.8563153229106
-43.8438614776442,-4.94793978413794
-43.8720618634472,-22.8923668029875
-57.6736071572193,-14.2270706117515
-55.7578372269332,-14.6511858919628
-63.9927209530938,0.58408191411425
-61.7575567298796,3.06782678340992
-39.3702835448318,-5.04731306900457
-42.3949390035748,-3.9566986752351
-52.325287411367,-16.7877589207794
-51.5671226973047,-7.79887392113461
-56.0652164386683,-28.6761053001453
-52.2097762198508,1.5681252803354
-45.6402469028903,-15.6519135599773
-71.7917518558112,-4.76301091188548
-60.0508199827743,-12.6802408025731
-68.7797030277885,-9.72099723331458
-55.9954132581295,-12.0154998855884
-50.4261757457344,-22.8028199903925
-39.0969830912381,-11.9288609958792
-38.6618669141776,-8.71610983224963
-57.8237096703214,-4.6143377024515
-69.1624879244421,-6.5906224431004
-65.2072000270927,-5.19915883456901
-51.7447777211449,-3.13541263852466
-40.521112490907,-15.2568683983737
-49.9199601650348,-25.8886024393998
-57.1926221907244,-14.2869768750874
-61.5612741286349,0.669059059641391
-44.8495409318324,-4.60311916030823
-65.6362032173992,-7.59902614648232
-62.7591116180752,2.26887322205934
-53.4382109416946,-30.2139030000191
-50.1809743781615,-28.4730287183351
-45.0161865360028,-15.3592506635992
-62.0692073807299,1.93155986234871
-41.4774606853811,-6.8165817212439
-43.7322521880942,-21.1266997424479
-51.323413373152,-29.3686148143066
-48.2367677239418,-10.3181843540543
-43.3856481619541,-14.7723402958406
-46.446308188809,-19.0573347381805
-56.7291044682291,-21.9393154094659
-51.4899086252385,-14.2268152704173
-52.6169282441343,-21.866010102348
-49.2228698233007,-21.62684875439
-68.0418391873777,-7.13517466999499
-40.7671003244277,-12.0998005836721
-44.9580740103885,-17.218602761237
-71.5439998000822,-9.23633462061438
-52.6064770243124,0.346581856188187
-58.6527600999265,-14.7666363344798
-55.0099254529262,-12.3252251636915
-56.7312832859146,-7.90113586384115
-54.5293153418715,-16.5387855697708
-49.9321854448526,-6.20727992944658
-64.2037511230582,-8.13792540398573
-48.0050127305422,-5.02235911228983
-48.5203712314485,-23.3755273870016
-52.4687155742197,-0.562810883251409
-73.0059955271101,-6.6061816970962
-60.1951342927466,-1.25779808577301
-47.2216796557105,-5.13062671733041
-57.6070740740702,-6.00405726572552
-50.5862304421716,-12.1069424023144
-50.8622034316466,-12.4716370418576
-53.1667551783662,-7.09264512381228
-53.0837804510774,-21.3642416366782
-42.9635588131646,-3.1500600772628
-47.2316093046264,-5.33967600834569
-37.665302117578,-6.8152932066708
-54.8049749515678,-19.4868081444757
-46.5965098050078,-19.8167627380565
-53.3404069268848,-28.0173620797024
-55.7602349038599,-21.0040220374947
-54.8749342544313,-10.5417303241512
-51.0947522483136,-29.6490436435742
-37.4762714056709,-5.6409288989371
-37.2810310318286,-6.05868104621274
-56.4127714404252,-8.64535184378045
-50.6911974909176,-10.6797433507845
-66.5665529142084,-2.35651873126933
-55.5821175565583,-1.78713964609805
-54.0327037015434,-7.11039934866803
-69.8286893160454,1.38748063275001
-50.4901421858541,-10.4361627320952
-43.6026124096776,-22.9905694433896
-53.5512846742054,-10.7674871876093
-47.929573643392,-19.362118409393
-65.6297132626032,-8.11942155902764
-73.2822944248282,-7.32663789884172
-60.0095917807173,-0.371502837482936
-59.7325241166608,-9.95047817274586
-52.5179602382806,-8.16003286615288
-69.0156764770909,-3.46746475144381
-37.6780543286348,-4.90947853243093
-54.9743043272977,-6.78166082364146
-52.3547100056339,-29.5219157766021
-46.0898655448189,-23.4022576154625
-52.0591035144697,-18.7832445086618
-53.0947207750045,-20.1350568015648
-67.8047298835241,-3.29090821744308
-64.8121496376137,-2.86240187830276
-40.9900834903172,-14.4126278369551
-55.9622318092129,-3.47600979388342
-55.7650859736443,-14.8712723375841
-46.4052794542003,-23.5974268541926
-50.3200556473299,-18.9843686811634
-63.4672222052495,-10.5821348749164
-51.3846296576673,-11.5592721082146
-59.0786264444141,-13.6753450300339
-55.7087565890605,-18.9385144385774
-38.4773909612581,-9.15874382629219
-42.9329635462165,-21.4188632463281
-48.7512090193288,-10.0106587063908
-55.8317247079047,-30.1752991179418
-64.1788296949599,3.10990186161952
-56.5411772701977,-3.03933537502599
-50.0721780652159,-22.3315718534936
-57.4413598435148,-20.1050383086191
-46.6011746925613,-4.58189788116889
-58.587239909495,-14.1541993449366
-40.022379346414,-4.98244096533048
-61.257071691944,-4.83590824691428
-49.7850244617515,-4.83396942577572
-46.6481415829862,-9.13066082102352
-43.8919894161852,-22.4215812360989
-55.0858596666732,-28.3513430769567
-55.3378853161611,-20.5023512322556
-49.5509753719766,0.362760480046802
-48.5560434063655,-2.06926236428951
-47.1641170161728,-5.49449109788513
-48.2840941140296,-12.644448291077
-55.6029838717623,-2.982224250948
-46.216235919536,-19.543507581517
-41.6690763180019,-16.3524538461241
-53.0550180185993,-0.519799265854452
-71.3912127376469,-9.74370133059214
-45.7741644372067,-3.45299408607816
-41.5438947074753,-10.957368693516
-56.4244053388832,-7.30494612931488
-57.28177278883,-4.44600643474445
-55.2548651626782,-8.86248058258555
-52.2107086655324,-15.6278797385495
-47.7200160094401,-10.3272523866293
-53.7704167561871,-24.7223096045808
-37.2303980520453,-7.08255268309477
-58.5279958175959,-11.5501076232481
-50.2531523228311,-7.7113026431697
-53.5934795965434,-7.31037372219329
-67.2368269711688,-5.01513283081786
-45.4649168341264,-4.21884045262111
-58.9422839690463,-0.276096898614874
-58.9005099169282,1.17775366808617
-41.4185050424572,-13.3575392505128
-38.8822456624561,-15.9035056038593
-50.161913202374,-29.8404492771093
-70.0208916738936,-5.94449900850379
-35.8369923676165,-5.67227017662008
-68.6664012393871,-2.11685801806246
-51.5133299799276,-15.6629437206724
-39.5084815887876,-7.9488329929053
-54.2507584301763,-25.3510613358409
-37.9619483661873,-11.1421311470175
-52.2454278888666,-12.7986886082903
-40.7230605751884,-19.0789296556638
-52.0359904524981,-9.15336115793852
-58.6076076822037,-1.1008365740159
-65.3329020523751,-9.05821216809597
-51.1319547772656,-11.5812157312032
-53.0203532289207,-33.0445901551005
-58.8394419980204,-5.59852042007953
-58.2218155021317,-6.29736124033967
-45.8067149644252,-5.45458525839262
-56.3809575070371,-18.7730069397485
-42.3931445217614,-16.5622461357338
-49.9558012640127,-23.2565821597978
-61.6081842625933,-4.13484519770712
-54.5068844295643,-29.1812253206534
-57.5462992182282,-6.60376058675136
-55.7000031758707,1.98486449129923
-47.4010330117057,-10.5758874049201
-47.7922349869329,-14.3959146784664
-48.0111951073317,-21.5749463682726
-63.301399107383,-7.12015644497528
-48.3503564267917,-4.35112205998056
-67.8153231837005,-7.28219281125294
-49.6231544938174,-9.05730011668028
-61.0418045781833,2.34921315023752
-45.9635813558472,-9.23291462536084
-43.16616763731,-3.27251336850133
-54.2560106315428,-5.3904876168296
-55.229771131859,-17.3764129613923
-56.1253542241949,-8.75264566024509
-49.7551784222028,-20.0817659696934
-36.7955630086821,-9.4909076964601
-49.3323486958184,-4.73628147364566
-51.4067660249344,-30.5661697593688
-45.2153642635819,-17.5118314014378
-50.3331397260588,-2.40544249241832
-56.7025720919132,-2.23459407979303
-70.184442032633,-4.69071138367428
-59.5938110182821,-0.345047805797236
-64.4036159612373,-7.26309061449718
-60.0092168201726,1.79388746643237
-44.1054749339524,-16.3783462494565
-70.2379589871561,-5.2812109811678
-49.6764643397901,-4.00789425851855
-43.1756838574093,-2.40980188800464
-48.4187842089594,-12.7199911501653
-68.0329641576927,-4.97522579236917
-46.5547055983893,-16.2215183214004
-42.2739459467015,-15.5998455998281
-53.1925932549296,-0.920427666647825
-61.0291090815512,-8.70678877450572
-56.0912218732346,-6.9219808872056
-70.2976442764985,-6.33265174343349
-45.3519569719041,-10.7412607841509
-53.4708089026045,-19.8354543195697
-61.7693154820534,-6.33272932134812
-49.3733200223122,-1.26493071241795
-52.2767392752754,-0.270831691634804
-46.6074055856192,-1.6746664842652
-54.7183478720876,-0.809291413619341
-54.2097186385671,-5.13993344209817
-64.6178499391407,-5.77567665016214
-58.9938791496143,-10.8115497264298
-40.3850154767463,-4.20836213875677
-49.0415624788004,-24.3482763226031
-58.5329577726991,-12.3507881719795
-55.5657081900313,-9.20320252021702
-60.8709449850543,-6.58567968266865
-45.7065475472882,-14.7061217825428
-52.3643013439677,-11.3622858332281
-42.0553007090767,-17.6776914478815
-69.6913775873764,-2.99734058146542
-45.6159823888497,-12.6009346925268
-49.108460737259,-18.5139483145106
-51.514742637868,4.20904538441021
-62.2963187282091,-5.02967460700117
-51.9530535313222,-7.61513288746817
-60.1301572827203,-4.32447262481672
-52.8761949887207,-21.753789647779
-39.0025515771981,-6.13366274839391
-67.1969219725547,-1.78713890129194
-41.1564057192646,-20.5344733210676
-57.457885445183,-21.469441049274
-56.8635889891352,-14.1039354959328
-50.6903644321151,-1.78173632299928
-56.3689291090953,-5.36550038908087
-57.0478545542417,-20.7157241409148
-42.6106165086299,-15.3700501433087
-55.0829309594294,-9.45962562178
-46.0214596138909,-5.06809228755066
-55.4020096969144,-3.17624096580142
-45.1623980044405,-12.4197303776466
-40.8838318640569,-13.5138850437736
-55.3916287394959,-12.3430285729996
-64.2398245872141,3.75106838446826
-48.9046628966722,-7.30824246858788
-67.1527119959578,-6.80529878970398
-39.8434191655852,-19.1747071528685
-65.2870111279188,-5.22940466595582
-42.0876606922246,-8.06240604262198
-41.8317359785939,-15.2864005420115
-50.7460311849527,-7.31097205582495
-53.385126008986,-26.1856439055801
-50.2451697780711,-27.2798229050678
-50.832564679326,-18.0871926966336
-37.7825975537226,-10.7563727911597
-44.0971278550208,-7.52842287785833
-50.3682070031685,-6.14149895340729
-60.487101653874,-4.79894407365763
-47.8822424290046,-1.94616181837399
-44.8777904960625,-21.1115381604177
-59.8316362103662,2.05839342191068
-52.0851918975607,-21.7425269077511
-42.2773216531606,-13.7188282459445
-46.3102109644391,-3.49489070147702
-51.2732061404405,-2.25238103070268
-66.8888228050423,-4.6250466337204
-42.1707642356715,-3.93567536919343
-48.1582699257083,-21.2069948096823
-51.7371415695082,-7.23932849288906
-57.1639140447555,-9.33704401498124
-53.0878836598218,-24.581037678806
-46.6391873044573,-13.1491428183863
-42.6187356788173,-9.38427468651049
-67.1967099451105,-3.5497924581379
-59.1563324689192,-11.4251566247143
-53.4394730898942,-31.0109133894735
-58.1037606014027,-10.7342969469202
-66.3727503498294,-1.01613185494858
-62.1208882740727,-0.0333692827493834
-69.1848617544587,-2.34191895103933
-53.7664265558738,-30.5715780236203
-59.732534269762,-5.48335350344999
-59.8365360591805,-5.2746684317063
-70.208722018066,-4.86473463226336
-39.6576042855795,-8.62581814996202
-58.9343040939423,-3.6906694640965
-54.9179048694988,-16.0064551842669
-44.7261264444002,-11.6117546892099
-37.8368740253823,-11.6778958062532
-49.9034171475396,-12.8579352549844
-47.2839770878496,-5.2631674627187
-56.5101108720255,-4.26206080647235
-58.1879431588506,-14.9507648126523
-55.1340538105812,2.21807720908878
-46.7331601631854,-14.9341705960664
-40.842697709567,-18.4646055181768
-50.8153904563504,-22.7061039557401
-72.5511931489302,-9.40251697736138
-50.1195473484777,-22.2668951070128
-59.0935330888968,-2.03710041018455
-65.7363855909161,-4.4948085563392
-50.2070286548203,-8.37655371600888
-63.8356409156172,-2.23773549031182
-52.4713885830715,-27.052887404104
-63.0746647804981,-5.89087803678186
-49.660916504893,-26.775819076431
-45.3285040543133,-5.53304529594507
-59.4342953401091,0.542321907055864
-52.0370282129564,-15.6730594138734
-58.65190163735,-11.8701162576744
-47.4950074049604,-22.6909182220093
-67.8949084673632,-7.57506171010188
-47.1847217786604,-13.9585767826916
-47.3597530666701,-1.7531988951725
-51.4501192311383,-27.6539075060031
-53.1212968012472,-21.4687154900422
-60.8532057199235,-9.13198276104163
-48.0798207278268,-10.5261465642177
-46.7455788038761,-1.47176676665754
-60.4482453991455,-13.5159956063019
-62.0315765401546,-5.06818980265327
-53.5292487869049,1.66094169184738
-38.6470039091113,-8.26136434619997
-65.7314141553808,-7.24573102788458
-46.820265468448,-3.3976386970803
-58.4272253209607,-15.684600929379
-47.7705776442429,-1.11318408781337
-53.9864554425782,-16.8031414104857
